user;date;text;location;retweeter_usr
kitgiv;Sat Feb 12 12:37:22 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Atlantic City, NJ;KatyaYushchenko
minyooniess;Sat Feb 12 12:37:14 +0000 2022;RT @chitowntoktown: Reminder: Russia invaded Ukraine 8 years ago. It’s Europe’s only ongoing, shooting war. 7.2% of Ukraine’s territory is…;she/her;KatyaYushchenko
gunlebang;Sat Feb 12 12:36:59 +0000 2022;RT @nakashimae: What makes Russia’s massive war games with Belarus so worrying? @RobynDixon_  tells you why. https://t.co/Gr5VBQlwaU;Curva Nord;KatyaYushchenko
Chauncy7777;Sat Feb 12 12:36:56 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Johns Creek, GA;KatyaYushchenko
andyoval;Sat Feb 12 12:36:54 +0000 2022;RT @KevorkAlmassian: The US asked its citizens to immediately leave Ukraine and the western media is beating the drums of war. But is war i…;London;KatyaYushchenko
JeromePio;Sat Feb 12 12:36:50 +0000 2022;"RT @rommari: Ending the war is 1st and foremost down to Putin&amp;Russia. 2ndly, it’s down to #Ukraine’s western partners who, other than armin…";Paris;KatyaYushchenko
Saturn71197768;Sat Feb 12 12:36:48 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";Рокитне;KatyaYushchenko
metapata;Sat Feb 12 12:36:48 +0000 2022;RT @GarethSoloway: Talk of #Russia #Ukraine war comes out on a Friday afternoon to scare investors into selling into the weekend. Of course…;London, England;KatyaYushchenko
hopefulseekr;Sat Feb 12 12:36:35 +0000 2022;RT @hajiyev_rashad: The advance in gold was inevitable! The tension between Russia and Ukraine, which is unlikely to escalate into a BIG WA…;NJ;KatyaYushchenko
maggiejuang1;Sat Feb 12 12:36:34 +0000 2022;"RT @Tissue3D: Not a #trump fan, but I never heard the word world war or economic crisis during his 4 year reign. 
#Democrats were probably…";California, USA;KatyaYushchenko
Mari_Berbec;Sat Feb 12 12:36:23 +0000 2022;RT @KatyaYushchenko: It really hurts that Russia has been able to build its military and conduct its current war in Ukraine with the money…;Berlin, Germany;KatyaYushchenko
cincytaxman;Sat Feb 12 12:36:17 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Northern Kentucky;KatyaYushchenko
padoma123;Sat Feb 12 12:36:14 +0000 2022;RT @HakunaMatata26C: @JignMajor @bbclaurak  @BethRigby and the whole caboodle are constantly attacking government instead of reporting on t…;Durham;KatyaYushchenko
Harpo4Marx;Sat Feb 12 12:36:07 +0000 2022;"RT @IamSamzyPR: Putin said ‘If Ukraine joins NATO, The European Countries will be Pulled to war with Russia , Of Course NATO &amp; Russia are i…";Rotterdam, The Netherlands;KatyaYushchenko
YvesPDB;Sat Feb 12 12:36:04 +0000 2022;RT @MalosseHenri: #Ukraine/Russie : Cessons de jouer à nous faire peur et regardons en face la situation : le dialogue plutôt que la guerre…;Paris;KatyaYushchenko
maduokaforr;Sat Feb 12 12:36:04 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Lagos, Nigeria;KatyaYushchenko
Venkprasaj;Sat Feb 12 12:36:04 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Bharat,India;KatyaYushchenko
christianholm;Sat Feb 12 12:36:03 +0000 2022;RT @rommari: It’s paralysing how much misconception there still is around the #Russia-#Ukraine war. I was recently asked whether Ukrainians…;Karlstad🇸🇪🇬🇧🇩🇪🇪🇺🏳️‍🌈;KatyaYushchenko
PlastikCherry;Sat Feb 12 12:36:02 +0000 2022;"RT @Matt_VanDyke: World War 3, World War III, and WWIII trending thanks to #Russia bots &amp; propaganda accounts to scare people about #Ukrain…";Los Angeles, CA;KatyaYushchenko
crypticyogi;Sat Feb 12 12:35:54 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Qatar;KatyaYushchenko
MatiasERuiz;Sat Feb 12 12:35:53 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Argentina;KatyaYushchenko
AmBoDe33;Sat Feb 12 12:35:21 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;Deep Space 9 ;KatyaYushchenko
realsarraf;Sat Feb 12 12:35:06 +0000 2022;RT @nowthisnews: ‘In the situation in Iraq, intelligence was used … from this very podium to start a war. We are trying to stop a war’ — Na…;Vinhedo, Brasil;KatyaYushchenko
crypto_pastuh;Sat Feb 12 12:35:01 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Kentucky;KatyaYushchenko
AndrewARay;Sat Feb 12 12:35:00 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Central Europe;KatyaYushchenko
RichardEStark;Sat Feb 12 12:34:46 +0000 2022;RT @nowthisnews: ‘In the situation in Iraq, intelligence was used … from this very podium to start a war. We are trying to stop a war’ — Na…;Lake Wobegon, MN, USA 🇺🇸;KatyaYushchenko
DragonHutch58;Sat Feb 12 12:34:19 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Somerset, KY;KatyaYushchenko
Marcus3467;Sat Feb 12 12:34:10 +0000 2022;RT @WSWS_Updates: The foreign ministers of the Quadrilateral Security Dialogue or Quad, a quasi-alliance of the US, Japan, India and Austra…;Dja Dja Wurrung;KatyaYushchenko
9b3OR2qdITMbDcd;Sat Feb 12 12:34:09 +0000 2022;RT @kenowys: @Independent Basically: UK, USA, NATO, etc. have to leave Ukraine when Russia takes it. Any interference from the Allies will…;日本 ;KatyaYushchenko
NutmegDense;Sat Feb 12 12:34:05 +0000 2022;RT @chitowntoktown: Reminder: Russia invaded Ukraine 8 years ago. It’s Europe’s only ongoing, shooting war. 7.2% of Ukraine’s territory is…;Connecticut, USA;KatyaYushchenko
sno720hara;Sat Feb 12 12:34:01 +0000 2022;RT @business: Russia is demonstrating its military power near Ukraine as a diplomatic scramble continues to try to resolve the crisis with…;日本;KatyaYushchenko
HJR89923275;Sat Feb 12 12:34:00 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;London, England;KatyaYushchenko
Strategema1;Sat Feb 12 12:33:51 +0000 2022;"RT @SilingWu: An antiwar rally in Kiev in front of US embassy in Ukraine. 

The protesters demand from US to stop intereference in Ukraine…";Virginia, USA;KatyaYushchenko
MartinTurnbul19;Sat Feb 12 12:33:46 +0000 2022;RT @hajiyev_rashad: The advance in gold was inevitable! The tension between Russia and Ukraine, which is unlikely to escalate into a BIG WA…;United Kingdom;KatyaYushchenko
wildpinkrabbit;Sat Feb 12 12:33:44 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;Manchester, England;KatyaYushchenko
MwebembeziElly;Sat Feb 12 12:33:35 +0000 2022;"RT @rishu_1809: #UkraineCrisis #Russia #Ukraine

United Nations trying to Stop War when America or Russia is involved : https://t.co/ONRWyw…";Bunia,Ituri,DRC;KatyaYushchenko
letsgovcu1;Sat Feb 12 12:33:31 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Richmond, VA;KatyaYushchenko
faktotum691;Sat Feb 12 12:33:23 +0000 2022;"RT @MgShelby: We live in #Poland. We know everything about war. 
""Never Again War"" on Westerplatte. 

#History #RussiaInvadedUkraine #Russi…";Berlin, Deutschland;KatyaYushchenko
ribrib010;Sat Feb 12 12:33:20 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;日本;KatyaYushchenko
Disgusted_InTN;Sat Feb 12 12:33:12 +0000 2022;"RT @MingGao26: You have to expect the Ukrainians sink at least a dozen. This is how things escalate.

https://t.co/9OjNXhbZ4U";TN;KatyaYushchenko
AshleyMunoz45;Sat Feb 12 12:33:03 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;North Carolina, USA;KatyaYushchenko
oogyflip;Sat Feb 12 12:33:01 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…";International/ist;KatyaYushchenko
Dravidian_Stoc;Sat Feb 12 12:32:58 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";Union of Indian States;KatyaYushchenko
STEL82Mass;Sat Feb 12 12:32:55 +0000 2022;RT @MailOnline: Russia pulls staff from embassy in Ukraine over fears of 'provocations' from Kiev or 'third countries' https://t.co/5OvOeU3…;London  England  ;KatyaYushchenko
roelofevenhuis4;Sat Feb 12 12:32:49 +0000 2022;"RT @cartoonmovement: The princess and the pea. Cartoon by @zemguszaharans: https://t.co/qjd3mkKbGE

#Putin #Ukraine #Russia #NATO #war http…";Groningen;KatyaYushchenko
ai_testing;Sat Feb 12 12:32:48 +0000 2022;"RT @NaijaNewsCEO: If the Russia vs Ukraine war happens it would be the end of the world order that’s seen Western democracies, rules &amp; idea…";Pied Piper Data Center;KatyaYushchenko
fraudbod;Sat Feb 12 12:32:46 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…";UK;KatyaYushchenko
AndriesNSR;Sat Feb 12 12:32:46 +0000 2022;"RT @vivekbajpai84: #WATCH Russian troops in #Belarus crank up their war exercises within eyesight distance of Ukraine's border.
#UkraineCri…";Waterberg - Limpopo - RSA;KatyaYushchenko
id_gray1;Sat Feb 12 12:32:39 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Offenham, England;KatyaYushchenko
Angie_RejoinEU;Sat Feb 12 12:32:32 +0000 2022;RT @Angie_RejoinEU: Caught the end of ‘Mary’ something on @SkyNews - spot on - Ukraine is not a member of NATO - therefore NATO is not putt…;UK + USA / Global ;KatyaYushchenko
Khaniqbal1Iqbal;Sat Feb 12 12:32:30 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";Pakistan ;KatyaYushchenko
UraniumMuril;Sat Feb 12 12:32:27 +0000 2022;RT @hajiyev_rashad: The advance in gold was inevitable! The tension between Russia and Ukraine, which is unlikely to escalate into a BIG WA…;Denmark;KatyaYushchenko
ElletteJames;Sat Feb 12 12:32:04 +0000 2022;"RT @AP: “No War in Ukraine” 

Ukraine’s Vladyslav Heraskevych flashed a small sign to the cameras as he finished his #Beijing2022 skeleton…";Tulsa, OK;KatyaYushchenko
bonnie_london;Sat Feb 12 12:31:57 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Fort Lauderdale, FL;KatyaYushchenko
UKreality;Sat Feb 12 12:31:54 +0000 2022;RT @ilya_nuzov: While everyone is trying to compute whether Putin will plunge Europe into a full scale war, we should be cognizant of the f…;United Kingdom;KatyaYushchenko
Rpjust66;Sat Feb 12 12:31:50 +0000 2022;"RT @LadyRebecca_1: If Russia do invade Ukraine &amp; start a war, I will blame the BBC 🔥";Midlands;KatyaYushchenko
Moon_OIT;Sat Feb 12 12:31:49 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";5th floor, Serena Hotel, Kabul;KatyaYushchenko
elmecareales;Sat Feb 12 12:31:24 +0000 2022;RT @FoxBusiness: Investors bet Ukraine-Russia war will be averted https://t.co/rJxqSvaP5t;Barranquilla-Atlántico.;KatyaYushchenko
i_am_andrew84;Sat Feb 12 12:31:16 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Texas, USA;KatyaYushchenko
JohnTyrey;Sat Feb 12 12:31:15 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;St Louis, MO;KatyaYushchenko
Nonente3Forlan;Sat Feb 12 12:31:11 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;93 Rotterdam 📍;KatyaYushchenko
MariliaUax;Sat Feb 12 12:30:46 +0000 2022;RT @Telegraph: 🔴NEW: Joe Biden and Emmanuel Macron are preparing to hold talks with Vladimir Putin later today as tensions over a possible…;Somewhere in the world. ;KatyaYushchenko
harry_inspired7;Sat Feb 12 12:30:41 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;London, England;KatyaYushchenko
MommyofPommies;Sat Feb 12 12:30:34 +0000 2022;RT @KatyaYushchenko: It really hurts that Russia has been able to build its military and conduct its current war in Ukraine with the money…;Houston, TX;KatyaYushchenko
iran2220;Sat Feb 12 12:30:26 +0000 2022;"RT @kgosztola: ""The US and its allies have new intelligence that suggests Russia could launch an attack on Ukraine even before the end of t…";uk;KatyaYushchenko
RTBjprince;Sat Feb 12 12:30:20 +0000 2022;RT @Lamiasdottir: Russia is a nuclear power and the Biden Admin announced 3,000 troops to deploy to Ukraine. If there was about to be a war…;New York;KatyaYushchenko
hidejii60;Sat Feb 12 12:30:12 +0000 2022;RT @Snowden: TIME paints here a very different picture of the Ukraine crisis, reporting that it is a drive to censor and criminalize the do…;千葉;KatyaYushchenko
lookingforfact_;Sat Feb 12 12:30:01 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;United States;KatyaYushchenko
OpenlyClassist;Sat Feb 12 12:29:58 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;LDN rt/mention/follow/link ≠ e;KatyaYushchenko
Shirley10090505;Sat Feb 12 12:29:47 +0000 2022;RT @ToddHarrisonDC: The 1991 Gulf War was the first time space played a major role in a conflict. If Russia invades Ukraine, this may be th…;United States;KatyaYushchenko
SandraDunn1955;Sat Feb 12 12:29:44 +0000 2022;RT @hawkins_carole: @Life_Disrupted Putin has the ultimate weapon with no need for the war you want all he has to do to throw govts into to…;Alcatraz ;KatyaYushchenko
Geekingshedy;Sat Feb 12 12:29:37 +0000 2022;"RT @NaijaNewsCEO: If the Russia vs Ukraine war happens it would be the end of the world order that’s seen Western democracies, rules &amp; idea…";🇳🇬🌍 Whatsapp +2348132727945;KatyaYushchenko
N30L1b3ralHe11;Sat Feb 12 12:29:33 +0000 2022;RT @maxseddon: Russia and US are both evacuating their diplomatic staff from Ukraine, with each side accusing the other of planning some so…;Unceded Eora land;KatyaYushchenko
DSG69125274;Sat Feb 12 12:29:18 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Canada;KatyaYushchenko
dan_barde001;Sat Feb 12 12:29:10 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Abuja ;KatyaYushchenko
johnson_mjj;Sat Feb 12 12:29:10 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Powys, Wales;KatyaYushchenko
lidsau;Sat Feb 12 12:29:05 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Margate, England;KatyaYushchenko
NOHEATED;Sat Feb 12 12:28:59 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;🇺🇦;KatyaYushchenko
